merged_from,source_file,authors,year,title,venue,doi,publisher
google_title.csv,1.csv,J Pérez Guijarro,2026,On quantum supervised learning and learning techniques for quantum error mitigation,,,upcommons.upc.edu
google_title.csv,7.csv,"D Aharonov, O Alberton, I Arad, Y Atia, E Bairey, ...",2025,On the importance of error mitigation for quantum computation,arXiv preprint arXiv …,,arxiv.org
google_title.csv,15.csv,R Uzdin,2026,Orders of magnitude runtime reduction in quantum error mitigation,arXiv preprint arXiv:2601.22785,,arxiv.org
google_title.csv,16.csv,AA Nafee,2026,Performance Analysis of 3D Mesh Simplification Algorithms: QEM vs. Vertex Clustering on CAD and Organic Models,,,researchgate.net
google_title.csv,4.csv,"I Sitdikov, L Haoran, SAS TABRIZI, ZK Minev, ...",2025,Performing quantum error mitigation at runtime using trained machine learning model,US Patent …,,Google Patents
google_title.csv,16.csv,"M Veresko, Y Liu, D Hou, MC Cheng",2025,Physics-aware POD-based learning for Ab initio QEM-Galerkin simulations of periodic nanostructures,Computer Physics Communications,,Elsevier
google_title.csv,1.csv,"XY Xu, X Xue, T Chen, C Ding, T Li, H Zhou, ...",2025,Physics-inspired machine learning for quantum error mitigation,arXiv preprint arXiv …,,arxiv.org
google_title.csv,10.csv,"N Maruani, M Ovsjanikov, P Alliez…",2024,Ponq: a neural qem-based mesh representation,Proceedings of the …,,openaccess.thecvf.com
google_title.csv,1.csv,"JO del Moral, JE Martinez, D Mishagli, O Sanz, ...",2024,Projected Lindblad dynamics via Hamiltonian symmetries for Quantum Error Mitigation,,,indico.cern.ch
google_title.csv,1.csv,"TE O'Brien, G Anselmetti, F Gkritsis, VE Elfving, ...",2023,Purification-based quantum error mitigation of pair-correlated electron simulations,Nature Physics,,nature.com
google_title.csv,1.csv,"SMA Tousi, GN DeSouza",2025,QAGT-MLP: An Attention-Based Graph Transformer for Small and Large-Scale Quantum Error Mitigation,arXiv preprint arXiv:2511.03119,,arxiv.org
google_title.csv,1.csv,S Sarkar,2026,"QBalance: A Reproducible Multi-Objective Workflow for Quantum Compilation, Noise Suppression, and Error-Mitigation Strategy Selection",arXiv preprint arXiv:2605.02966,,arxiv.org
acm_title.csv,1.txt,"Samuel Stein, Nathan Wiebe, Yufei Ding, James Ang, and Ang Li",2023,Q-BEEP: Quantum Bayesian Error Mitigation Employing Poisson Modeling over the Hamming Spectrum,Proceedings of the 50th Annual International Symposium on Computer Architecture (ISCA '23),https://doi.org/10.1145/3579371.3589043,
google_title.csv,1.csv,"HP Patil, D Baron, H Zhou",2025,Q-cluster: quantum error mitigation through noise-aware unsupervised learning,2025 IEEE International …,,ieeexplore.ieee.org
google_title.csv,1.csv,"T Bao, R Zhong, X Ye, Y Tang, J Yan",2025,QEM-Bench: Benchmarking Learning-based Quantum Error Mitigation and QEMFormer as a Multi-ranged Context Learning Baseline,… on Machine Learning,,openreview.net
google_title.csv,12.csv,"J Li, R Wang, Y Liu, Q Zhao",2025,QEMesh: Employing A Quadric Error Metrics-Based Representation for Mesh Generation,2025 IEEE International …,,ieeexplore.ieee.org
google_title.csv,1.csv,"Z Tu, J Xu, X Zhou, Y Zhu, Y Liu, Q Du, ...",2025,QEMOS: a scalable quantum error mitigation method to overcome qubit sensitivity,Machine Learning …,10.1088/2632-2153/ae16fc,iopscience.iop.org
google_title.csv,1.csv,M Zheng,2024,Quantum Algorithm Implementations and a Classical Look on Quantum Error Mitigation,,,search.proquest.com
google_title.csv,6.csv,"Y Shingu, T Nikuni, S Kawabata, Y Matsuzaki",2024,Quantum annealing with error mitigation,Physical Review A,10.1103/PhysRevA.109.042606,APS
google_title.csv,1.csv,"S Stein, N Wiebe, Y Ding, J Ang, A Li",2022,Quantum bayesian error mitigation employing poisson modelling over the hamming spectrum for quantum error mitigation,arXiv preprint arXiv:2207.07237,,arxiv.org
google_title.csv,1.csv,"G Saxena, TH KYAW",2026,Quantum computing device for error mitigation by restricted evolution and method thereof,"US Patent 12,572,839",,Google Patents
google_title.csv,10.csv,"G Saxena, TH KYAW",2025,Quantum computing device for hybrid error mitigation by restricted evolution and method thereof,"US Patent App. 18/929,092",,Google Patents
google_title.csv,1.csv,"V Karthick, A Gayathri",2024,Quantum Computing Error Mitigation Advance in Real-Time Quantum Computer with Novel Quantum Using Superposition and Entanglement of Qubits,Doctoral Symposium on Computational …,10.1007/978-981-97-6036-7_23,Springer
google_title.csv,1.csv,RM Montgomery,,"Quantum Computing for Chemistry Beyond Toy Molecules: Error Mitigation, Excited States, and Embedding Methods",researchgate.net,,
google_title.csv,1.csv,"X Su, Z Mao",2026,Quantum computing simulation acceleration and error mitigation method and system based on tensor network topology optimization,Fourth International Conference on Algorithms …,10.1117/12.3108481.short,spiedigitallibrary.org
google_title.csv,16.csv,AG O'Malley,2024,Quantum EMDR (QEMDR); A guide for EMDR therapists,The Science of Psychotherapy,,artomalley.com
google_title.csv,1.csv,N Shammah,2025,Quantum Error Control and Mitigation Strategies,Quantum Technologies: Trends and Implications for …,10.1007/978-3-031-90727-2_5,Springer
google_title.csv,1.csv,O Bhalekar,2026,Quantum Error Correction and Noise Mitigation,Quantum Ops: Bridging Quantum Computing and IT …,10.1007/978-3-032-10775-6_5,Springer
google_title.csv,1.csv,"Z Cai, R Babbush, SC Benjamin, S Endo, ...",2023,Quantum error mitigation,Reviews of Modern …,10.1103/RevModPhys.95.045005,APS
google_title.csv,7.csv,DR Pérez,2021,Quantum error mitigation and autonomous correction using dissipative engineering and coupling techniques,,,search.proquest.com
google_title.csv,1.csv,U Liaubaite,2026,Quantum Error Mitigation and Quantum Error Correction in Near-Term Application,,,repo.uni-hannover.de
google_title.csv,12.csv,"JF Martin, G Cocco, J Fonollosa",2026,Quantum Error Mitigation at the pre-processing stage,arXiv preprint arXiv:2602.05916,,arxiv.org
google_title.csv,3.csv,"ND Earnest-Noble, C Tornow, DJ Egger",2024,Quantum error mitigation based on scaled gates,"US Patent 11,928,004",,Google Patents
google_title.csv,1.csv,"T Li, H Zhang, L Zheng, F Li",2025,Quantum error mitigation based on the Z-mixed-expression of the amplitude damping channel,Chinese Physics B,10.1088/1674-1056/ae067c,iopscience.iop.org
google_title.csv,12.csv,"O Kaikov, T Saporiti, V Sazonov…",2025,Quantum Error Mitigation by Global Randomized Error Cancellation for Adiabatic Evolution in the Schwinger Model,arXiv preprint arXiv …,,arxiv.org
google_title.csv,1.csv,"V Leyton-Ortega, S Majumder, ...",2023,Quantum error mitigation by hidden inverses protocol in superconducting quantum devices,Quantum Science and …,10.1088/2058-9565/aca92d,iopscience.iop.org
google_title.csv,4.csv,"T Saporiti, O Kaikov, V Sazonov, ...",2026,Quantum error mitigation by hierarchy-informed sampling: chiral dynamics in the Schwinger model,arXiv preprint arXiv …,,arxiv.org
google_title.csv,15.csv,"V Russo, A Mari",2024,Quantum error mitigation by layerwise Richardson extrapolation,Physical Review A,10.1103/PhysRevA.110.062420,APS
google_title.csv,1.csv,"O Kiss, M Grossi, A Roggero",2025,Quantum error mitigation for Fourier moment computation,Physical Review D,10.1103/PhysRevD.111.034504,APS
google_title.csv,1.csv,"EC Blessie, B Sundaravadivazhagan, ...",2026,Quantum error mitigation for medical imaging noise reduction using GNNs,"… Networks: GANs, Semi …",,books.google.com
google_title.csv,4.csv,"V Sazonov, M Tamaazousti",2022,Quantum error mitigation for parametric circuits,Physical Review A,10.1103/PhysRevA.105.042408,APS
google_title.csv,1.csv,"R Majumdar, PR Ramirez, S MAJUMDER, ...",2026,Quantum error mitigation for probability distributions,US Patent App. 18 …,,Google Patents
google_title.csv,1.csv,"S Ramadhani, JU Rehman, H Shin",2021,Quantum error mitigation for quantum state tomography,IEEE Access,,ieeexplore.ieee.org
google_title.csv,1.csv,"S Endo, Y Suzuki, K Tsubouchi, R Asaoka, ...",2025,Quantum error mitigation for rotation-symmetric bosonic codes with symmetry expansion,Physical Review A,10.1103/PhysRevA.111.062402,APS
google_title.csv,15.csv,"K Liu, Z Cai",2025,Quantum error mitigation for sampling algorithms,arXiv preprint arXiv:2502.11285,,arxiv.org
google_title.csv,13.csv,"J Raymond, MH Amin, AD King, R Harris, ...",2025,Quantum error mitigation in quantum annealing,npj Quantum …,,nature.com
springer_title.csv,1.csv,Andrey ZhukovWalter Pogosov,2024,Quantum error mitigation in the regime of high noise using deep neural network: Trotterized dynamics,Quantum Information Processing,10.1007/s11128-024-04296-y,Springer
google_title.csv,14.csv,"Y Xiong, SX Ng, L Hanzo",2021,Quantum error mitigation relying on permutation filtering,IEEE Transactions on …,,ieeexplore.ieee.org
google_title.csv,16.csv,"H Kuji, S Endo, T Nikuni, R Hamazaki, ...",2026,Quantum Error Mitigation Simulates General Non-Hermitian Dynamics,arXiv preprint arXiv …,,arxiv.org
google_title.csv,1.csv,"PNMU Hewage, M Chakkravarthy, ...",2026,Quantum Error Mitigation Strategies for Variational PDE-Constrained Circuits on Noisy Hardware,arXiv preprint arXiv …,,arxiv.org
google_title.csv,1.csv,"Z Zhao, ER Kjellgren, S Coriani, J Kongsted, ...",2025,Quantum error mitigation using energy sampling and extrapolation enhanced Clifford data regression,arXiv preprint arXiv …,,arxiv.org
google_title.csv,11.csv,"C Piveteau, D Sutter, S Woerner",2025,Quantum error mitigation using hardware-friendly probabilistic error correction,"US Patent 12,443,868",,Google Patents
google_title.csv,4.csv,Z Cai,2021,Quantum error mitigation using symmetry expansion,Quantum,,quantum-journal.org
google_title.csv,1.csv,"XD Lin, HM Chang, JS You, ...",2025,Quantum Error Mitigation via Autoencoder Neural Networks,2025 IEEE International …,,ieeexplore.ieee.org
google_title.csv,1.csv,C Kim,2021,Quantum error mitigation via machine learning,,,koasas.kaist.ac.kr
google_title.csv,1.csv,"Y Guo, S Yang",2022,Quantum error mitigation via matrix product operators,PRX Quantum,10.1103/PRXQuantum.3.040313,APS
google_title.csv,1.csv,"Y Hama, H Nishi",2024,Quantum error mitigation via quantum-noise-effect circuit groups,Scientific Reports,,nature.com
google_title.csv,1.csv,"SMA Tousi, A Bazgir, Y Zhang, GN DeSouza",2025,Quantum Error Mitigation with Attention Graph Transformers for Burgers Equation Solvers on NISQ Hardware,arXiv preprint arXiv …,,arxiv.org
google_title.csv,1.csv,"A Hulák, V Lipardi, D Dibenedetto, K Driessens",,Quantum Error Mitigation with Deep Learning and Sequence Models,bnaic2024.sites.uu.nl,,
google_title.csv,1.csv,"RT de Abreu Pinho, MP Quiñones, ...",2026,Quantum error mitigation with diffusion models,US Patent App. 18 …,,Google Patents
google_title.csv,7.csv,"김보선, 손일권, 배광일, 이원혁",2024,Quantum Error Mitigation 을 위한 Qiskit 기반 Zero Noise Extrapolation Factor 관한 연구,한국통신학회 학술대회논문집,,dbpia.co.kr
google_title.csv,1.csv,"S Liu, H Lim, J Choi, P Castillo, ...",2024,Quantum error mitigations for quantum approximate optimization algorithms on IBM quantum processors,… and Quantum Imaging …,10.1117/12.3030458.short,spiedigitallibrary.org
google_title.csv,1.csv,"W Oliver, S Lloyd, D Rosenberg, M O'Keeffe, ...",2023,Quantum measurement emulation error mitigation protocol for quantum computing,US Patent …,,Google Patents
google_title.csv,1.csv,"C Lindner, J Hämäläinen, M Raasakka",2025,Quantum Minimal Learning Machine: A Fidelity-Based Approach to Error Mitigation,International Conference on …,10.1007/978-3-032-13852-1_30,Springer
google_title.csv,1.csv,"R Palanivel, P Muthulakshmi",,Quantum Multi-Agent Learning (QMAL) Algorithm for Error Mitigation and Priority Scaling to Optimize Reinforcement Learning in Distributed Environments,researchgate.net,,
acm_title.csv,17.txt,"Betis Baheri, Vipin Chaudhary, Ang Li, Shuai Xu, Bo Fang, and Qiang Guan",2023,Quantum Noise Mitigation: Introducing the Robust Quantum Circuit Scheduler for Enhanced Fidelity and Throughput,Proceedings of the 2023 International Workshop on Quantum Classical Cooperative (QCCC '23),https://doi.org/10.1145/3588983.3596688,
google_title.csv,1.csv,KS RAO,,Quantum Noise-Aware AI for Adaptive Error Mitigation in Near-Term Quantum-Classical Hybrid Workflows,researchgate.net,,
google_title.csv,7.csv,GLR Anselmetti,2023,Quantum number preserving ansätze and error mitigation studies for the variational quantum eigensolver,,,kups.ub.uni-koeln.de
google_title.csv,1.csv,"S Bravyi, JM Gambetta, DC McKay, ...",2022,Quantum readout error mitigation by stochastic matrix inversion,US Patent …,,Google Patents
google_title.csv,1.csv,"J Kim, B Oh, Y Chong, E Hwang, ...",2022,Quantum readout error mitigation via deep learning,New Journal of …,10.1088/1367-2630/ac7b3d,iopscience.iop.org
google_title.csv,1.csv,"G Saxena, JS Baker, PD Valle, WE Salazar, ...",2025,Quantum Resilience: Canadian Innovations in Quantum Error Correction and Quantum Error Mitigation,arXiv preprint arXiv …,,arxiv.org
google_title.csv,1.csv,TK Njoku,2025,"Quantum software engineering: algorithm design, error mitigation, and compiler optimization for fault-tolerant quantum computing",Int J Comput Appl Technol Res,,researchgate.net
google_title.csv,7.csv,"BIC Donvil, R Lechler, J Ankerhold, ...",2025,Quantum trajectory approach to error mitigation,Physical Review A,10.1103/PhysRevA.111.042619,APS
google_title.csv,12.csv,"S Choi, TA Chowdhury, K Yu",2026,Quantum Utility-scale error mitigation for quantum quench dynamics in Heisenberg spin chains,Physica Scripta,10.1088/1402-4896/ae37a8,iopscience.iop.org
google_title.csv,5.csv,"D Baron, HP Patil, H Zhou",2024,Qubit-wise majority vote: Maximum likelihood quantum error mitigation for algorithms with a single correct output,2024 IEEE International …,,ieeexplore.ieee.org
google_title.csv,1.csv,P Arcaini,2025,QUIET: A Tool for Sampling-Based Quantum Noise Error Mitigation,,,web-backend.simula.no
google_title.csv,1.csv,"R Rahman, DC Nguyen",,Readout Noise Mitigation with Bayesian Methods for Quantum Neural Networks,openreview.net,,
google_title.csv,1.csv,"M Robbiati, A Sopena, A Papaluca, S Carrazza",2026,Real-time error mitigation for variational optimization on quantum hardware,Physical Review Research,10.1103/zyb2-zl2d,APS
google_title.csv,5.csv,"T Hartung, S Schuster, J von Zanthier, ...",2024,Real-time measurement error mitigation for one-way quantum computation,arXiv preprint arXiv …,,arxiv.org
google_title.csv,3.csv,Y Kim,2024,Recent experimental progress on quantum error mitigation for large quantum circuits,Quantum Days,,research.ibm.com
google_title.csv,1.csv,"KH Kim, JK Cho",2026,Reliability assessment of variational quantum neural networks under noise models and error-mitigation strategies in the NISQ regime,Journal of the Korean Physical Society,10.1007/s40042-026-01581-0,Springer
google_title.csv,5.csv,"D Aharonov, O Alberton, I Arad, Y Atia, E Bairey, ...",2025,Reliable high-accuracy error mitigation for utility-scale quantum circuits,arXiv preprint arXiv …,,arxiv.org
acm_title.csv,1.txt,Hristo Djidjev,2024,Replication-Based Quantum Annealing Error Mitigation,Proceedings of the 21st ACM International Conference on Computing Frontiers (CF '24),https://doi.org/10.1145/3649153.3649200,
google_title.csv,1.csv,J Lin,2023,"Representation, Characterization, and Mitigation of Noise in Quantum Processors",,,uwspace.uwaterloo.ca
google_title.csv,15.csv,"Y Zhang, Z Wu, Q Li, Z Yang",,Research on Point Cloud Simplification Algorithm for Ring Forgings Based on Gsa-Voronoi and Qem,Available at SSRN 4689111,,papers.ssrn.com
google_title.csv,14.csv,"L Li, Z Xu, F Li, Y Wan, S Gao",2022,Reservoir Characterization of Carbonate in Middle East by QEMSCAN Automated Petrography,International Field Exploration and …,10.1007/978-981-99-1964-2_133,Springer
google_title.csv,1.csv,"N Dicaire, G Hartnett, H Liao, A Kakkar, Y Baum",,Resource efficient transfer learning approach for error mitigation of quantum circuits at scale,,,
google_title.csv,1.csv,"S Mummadi, A Chada, C Karthik",2023,Revolutionizing efficiency: a novel strategy for quantum noise mitigation,International Conference on …,10.1007/978-981-97-2053-8_6,Springer
google_title.csv,1.csv,"M Prodius, P Czarnik, M McKerns, ...",2026,Robust design under uncertainty in quantum error mitigation,IEEE Transactions …,,ieeexplore.ieee.org
google_title.csv,1.csv,"MMA Naved, W Xie, ...",2026,Robust Integrated Learning and Pauli Noise Mitigation for Parametrized Quantum Circuits,Advances in Neural …,,proceedings.neurips.cc
google_title.csv,2.csv,J Kang,2025,"Robust Quantum Inference: Latent Variable Modeling for MNAR, Noise Mitigation, and Quantum Causality","Noise Mitigation, and Quantum Causality (December …",,papers.ssrn.com
google_title.csv,1.csv,"JRM Njiki, N Innan, A Marchisio, M Kashif, ...",2026,Robustness Evaluation of Hybrid Quantum Neural Networks under Noise Models via System-Level Error Mitigation,arXiv preprint arXiv …,,arxiv.org
google_title.csv,1.csv,"WY Liao, G Yan, Y Song, TC Tian, WM Zhu, ...",2025,Sample-efficient quantum error mitigation via classical learning surrogates,arXiv preprint arXiv …,,arxiv.org
google_title.csv,5.csv,"SN Filippov, S Maniscalco, G García-Pérez",2024,Scalability of quantum error mitigation techniques: from utility to advantage,arXiv preprint arXiv …,,arxiv.org
google_title.csv,1.csv,"Y Kim, CJ Wood, TJ Yoder, ST Merkel, JM Gambetta, ...",2023,Scalable error mitigation for noisy quantum circuits produces competitive expectation values,Nature Physics,,nature.com
google_title.csv,1.csv,"P Döbler, J Pflieger, F Jin, H De Raedt, ...",2024,Scalable general error mitigation for quantum circuits,arXiv preprint arXiv …,,arxiv.org
google_title.csv,1.csv,"PD Nation, H Kang, N Sundaresan, JM Gambetta",2021,Scalable mitigation of measurement errors on quantum computers,PRX Quantum,10.1103/PRXQuantum.2.040326,APS
google_title.csv,1.csv,"Z Chen, B Cheng, M Gao, X Lin, R Zhang, ...",2025,Scalable Quantum Error Mitigation with Neighbor-Informed Learning,arXiv preprint arXiv …,,arxiv.org
google_title.csv,15.csv,"W Ni, Z Li, G Qu, Z Sun, J Dai, F Shi, L Sun",2025,Scalable quantum error mitigation with phase-cycled dynamical decoupling,arXiv preprint arXiv …,,arxiv.org
google_title.csv,1.csv,"H Wang, X Wu, J Liu, R He, J Shang, H Guo, ...",2026,Scalable Quantum Error Mitigation with Physically Informed Graph Neural Networks,arXiv preprint arXiv …,,arxiv.org
google_title.csv,1.csv,"C Lee, DK Park",2023,Scalable quantum measurement error mitigation via conditional independence and transfer learning,Machine Learning: Science and Technology,10.1088/2632-2153/ad1007,iopscience.iop.org
google_title.csv,5.csv,"S Filippov, M Leahy, MAC Rossi, ...",2023,Scalable tensor-network error mitigation for near-term quantum computing,arXiv preprint arXiv …,,arxiv.org
google_title.csv,1.csv,"M McKerns, PJ Czarnik, TG O'Leary, AT Sornborger, ...",2024,"scientific ML, AI, and UQ, with applications to quantum error mitigation",,,osti.gov
google_title.csv,7.csv,"A Seif, ZP Cian, S Zhou, S Chen, L Jiang",2023,Shadow distillation: Quantum error mitigation with classical shadows for near-term quantum processors,PRX Quantum,10.1103/PRXQuantum.4.010303,APS
google_title.csv,1.csv,"A Sopena, MH Gordon, G Sierra, ...",2021,Simulating quench dynamics on a digital quantum computer with data-driven error mitigation,Quantum Science & …,10.1088/2058-9565/ac0e7a,iopscience.iop.org
google_title.csv,1.csv,K Wang,2025,"Simulation-Based Algorithms for Open Quantum Systems Learning, Control and Error Mitigation",,,search.proquest.com
google_title.csv,1.csv,"CY Hsieh, HY Tsai, YH Lu, ...",2023,Small sampling overhead error mitigation for quantum circuits,IEEE Transactions on …,,ieeexplore.ieee.org
acm_title.csv,1.txt,"Hanyu Zhang, Liqiang Lu, Siwei Tan, Size Zheng, Jia Yu, and Jianwei Yin",2024,SpREM: Exploiting Hamming Sparsity for Fast Quantum Readout Error Mitigation,Proceedings of the 61st ACM/IEEE Design Automation Conference (DAC '24),https://doi.org/10.1145/3649329.3655675,
google_title.csv,1.csv,"A Sayar, ŞŞ Arslan, T Cakar",2022,SSQEM: Semi-supervised quantum error mitigation,2022 7th International …,,ieeexplore.ieee.org
google_title.csv,13.csv,"K Chandramouli, KM Allen, C Mori, ...",2025,Statistical Signal Processing for Quantum Error Mitigation,2025 IEEE …,,ieeexplore.ieee.org
google_title.csv,1.csv,"K Chiv, L Hour, S Lee, T Kit, TK Kim, Y Han",2025,Strategies for Noise-Resilient Quantum Approximate Optimization Algorithms: A Review and Classification of Error Mitigation,IEEE Access,,ieeexplore.ieee.org
google_title.csv,7.csv,"P Vikstål, G Ferrini, S Puri",2024,Study of noise in virtual distillation circuits for quantum error mitigation,Quantum,,quantum-journal.org
google_title.csv,15.csv,"K Tsubouchi, Y Mitsuhashi, K Sharma…",2025,Symmetric Clifford twirling for cost-optimal quantum error mitigation in early FTQC regime,npj Quantum …,,nature.com
google_title.csv,4.csv,"T Kurita, H Qassim, M Ishii, H Oshima, S Sato, ...",2022,Synergetic quantum error mitigation by randomized compiling and zero-noise extrapolation for the variational quantum eigensolver,arXiv preprint arXiv …,,arxiv.org
google_title.csv,11.csv,"Y Zhu, S Niu, D Wu",2024,"Synergizing Error Suppression, Mitigation and Correction for Fault-Tolerant Quantum Computing","… Conference on Trust, Privacy and Security …",,ieeexplore.ieee.org
google_title.csv,1.csv,"S Cantori, A Mari, D Vitali, S Pilati",2024,Synergy between noisy quantum computers and scalable classical deep learning for quantum error mitigation,EPJ Quantum Technology,10.1140/epjqt/s40507-024-00256-8,Springer
ieee_title.csv,17.csv,A. Modi; A. V. Jasso; R. Ferrara; C. Deppe; J. Nötzel; F. Fung; M. Schädler,2023,Testing of Hybrid Quantum-Classical K-Means for Nonlinear Noise Mitigation,GLOBECOM 2023 - 2023 IEEE Global Communications Conference,10.1109/GLOBECOM54140.2023.10437586,IEEE
google_title.csv,7.csv,"V Russo, A Mari, N Shammah, ...",2023,Testing platform-independent quantum error mitigation on noisy quantum computers,IEEE Transactions on …,,ieeexplore.ieee.org
google_title.csv,1.csv,"Y Xiong, SX Ng, L Hanzo",2022,The accuracy vs. sampling overhead trade-off in quantum error mitigation using Monte Carlo-based channel inversion,IEEE Transactions on …,,ieeexplore.ieee.org
ieee_title.csv,17.csv,Y. Likhar; A. S. Rathore,2026,"The Qiskit Ecosystem: A Theoretical Analysis of Quantum Circuit Transpilation, Noise Modeling and Error Mitigation",2026 13th International Conference on Computing for Sustainable Global Development (INDIACom),10.23919/INDIACom70271.2026.11525815,IEEE
google_title.csv,1.csv,"A Muqeet, S Ali, P Arcaini",2025,Tool: QUIET: A Tool for Sampling-Based Quantum Noise Error Mitigation,IEEE Software,,ieeexplore.ieee.org
google_title.csv,15.csv,S Chen,2025,"Topics in Pauli Channel Learning: Quantum Advantages, Quantum Noise Characterization, and Quantum Error Mitigation",,,knowledge.uchicago.edu
google_title.csv,7.csv,"JD Guimarães, C Tavares",2022,Towards a layered architecture for error mitigation in quantum computation,2022 IEEE International …,,ieeexplore.ieee.org
google_title.csv,15.csv,K König,2026,"Towards fault-tolerant quantum computing: advanced techniques for error reduction, mitigation and their applications",,,freidok.uni-freiburg.de
google_title.csv,1.csv,"ZX Shang, ZH Chen, CS Cheng",2024,Unconditionally decoherence-free quantum error mitigation by density matrix vectorization,arXiv preprint arXiv:2405.07592,,arxiv.org
google_title.csv,1.csv,"A Lowe, MH Gordon, P Czarnik, A Arrasmith, ...",2021,Unified approach to data-driven quantum error mitigation,Physical Review …,10.1103/PhysRevResearch.3.033098,APS
google_title.csv,1.csv,"D Bultrini, MH Gordon, P Czarnik, A Arrasmith, ...",2023,Unifying and benchmarking state-of-the-art quantum error mitigation techniques,Quantum,,quantum-journal.org
google_title.csv,11.csv,"M Gu, MI Michael",2023,Universal Sampling Lower Bounds for Quantum Error Mitigation,,,academia.edu
google_title.csv,3.csv,"C Alexandrou, L Funcke, T Hartung, ...",2021,Using classical bit-flip correction for error mitigation in quantum computations including 2-qubit correlations,arXiv preprint arXiv …,,repository.cyi.ac.cy
google_title.csv,16.csv,Z Kensert Forsman,2025,Using FLIP to Evaluate Perceptual Quality of Industrial Robot Models Simplified by a QEM-Based Method,,,diva-portal.org
google_title.csv,3.csv,"A MAKSYMOV, JH Van NGUYEN, ...",2024,Utilizing computational symmetries for error mitigation in quantum computations,US Patent App. 18 …,,Google Patents
google_title.csv,1.csv,"D Wang, H ZHANG, S MAJUMDER, ...",2026,Validation and Optimization of Quantum Error Mitigation Workflows,US Patent App. 18 …,,Google Patents
google_title.csv,1.csv,"GS Ravi, KN Smith, P Gokhale, A Mari, ...",2022,Vaqem: A variational approach to quantum error mitigation,… symposium on high …,,ieeexplore.ieee.org
google_title.csv,1.csv,"E Garate, P San Sebastian, G Valverde, ...",2024,Variational Quantum Regression on NISQ Hardware with Error Mitigation,2024 Artificial …,,ieeexplore.ieee.org
google_title.csv,11.csv,"SX Zhang, ZQ Wan, CY Hsieh, H Yao…",2023,Variational Quantum‐Neural Hybrid Error Mitigation,Advanced Quantum …,10.1002/qute.202300147,Wiley Online Library
google_title.csv,1.csv,"S Dangwal, GS Ravi, P Das, KN Smith, ...",2023,Varsaw: Application-tailored measurement error mitigation for variational quantum algorithms,Proceedings of the 28th …,10.1145/3623278.3624764,dl.acm.org
google_title.csv,7.csv,"WJ Huggins, S McArdle, TE O'Brien, J Lee, NC Rubin, ...",2021,Virtual distillation for quantum error mitigation,Physical Review X,10.1103/PhysRevX.11.041036,APS
